FSC-A,FSC-H,SSC-A,FITC-A,PE-A,PerCP-Cy5.5-A,PE-Cy7-A,APC-A,APC-R700-A,APC-Cy7-A,V450-A,V500-C-A,Population
63491,41185,31592,10108,4075,18761,8274,4577,7,-188,50866,1668,Normal Myeloid Precursors
34833,26701,6707,1819,-7,93,-38,-7,16,-29,-29,4695,T and NK Cells
54493,38465,8317,199,56,97,68,12,-20,59,260,54,Erythroid Cells
63692,44006,48992,261,23334,-96,42,948,96,27,114,1627,Segmented Neutrophils
167808,115805,193017,1422,3867,789,49,335,120,255,1309,3780,Eosinophils
95018,56432,32254,6918,3584,14500,9923,7138,-165,-179,10729,1158,Normal Myeloid Precursors
87425,44877,66526,5260,5657,749,2900,3905,31,16,1659,1563,Promyelocytes
65991,52238,11928,77,78,72,148,18,-40,12,36,2447,T and NK Cells
76529,52532,40080,2606,16480,765,54,4374,0,302,2300,6621,Mature Monocytes
59454,46465,20055,11106,8,240,454,328,8798,15,860,9155,T and NK Cells
50123,37585,13206,1583,-7,18,79,-28,1506,122,933,6339,T and NK Cells
17946,12761,5253,6818,1,174,-32,-1,56,1816,3083,1367,B Cell Precursors
78838,50468,15668,9635,146,78,107,25,19,2127,10068,2675,B Cell Precursors
129048,82808,104973,1209,6841,138,125,1411,115,0,106,3092,Segmented Neutrophils
31223,23653,3489,239,76,89,63,30,23,912,1405,2686,Mature B Cells
39353,28847,6888,590,32,81,-24,-27,-7,2,-9,6557,T and NK Cells
51327,28343,29044,12097,254,7500,1158,394,-15,-30,849,1920,Erythroid Precursors
122998,72266,26864,105142,-335,-447,-14,-13,94,202,810,5601,Plasma Cells
53804,35620,19295,2367,3870,11810,1304,1418,-329,-186,8830,1116,Residual Leukemic Cells
89404,60393,63295,721,6875,1011,-186,423,88,208,363,1678,Segmented Neutrophils
37799,25371,16262,6372,265,2151,997,3,59,-8,3558,741,Normal Myeloid Precursors
68327,49922,15521,13056,5025,184,400,2026,42,4,161,3240,Basophils
85280,65052,15964,756,50,-24,-13,21,368,-2,11,5966,T and NK Cells
146892,96991,247157,1440,3465,700,-39,942,30,136,882,6922,Eosinophils
74678,44794,18678,426,317,55,295,40,3,5,118,396,Erythroid Precursors
71333,44901,16182,15719,109,254,-98,3,40,5876,18850,2693,B Cell Precursors
84962,54132,53296,9675,777,286,-41,1969,154,43,12249,2143,Monoblasts and Promonocytes
63419,49887,14648,4216,14379,737,-115,3181,64,156,-8,3237,Basophils
137855,73666,152063,3771,3717,484,2237,3708,18,19,508,1742,Promyelocytes
82202,50542,34194,3009,2951,-83,109,5997,8,-49,4291,2815,Mature Monocytes
79595,62284,21662,8977,7097,266,45,1747,-67,120,103,2404,Basophils
43457,33211,10394,1159,36,117,67,-45,24,1158,30835,4693,Mature B Cells
154362,92430,233078,1274,10100,1163,103,331,39,66,1921,11659,Eosinophils
81509,51982,27854,7966,152,384,-99,41,170,4566,38052,4847,Plasma Cells
75818,58625,13748,183,-22,296,2,39,-10,-30,439,3615,T and NK Cells
100884,61296,28741,12274,-58,62,77,74,3,1315,133973,9026,B Cell Precursors
111862,72590,37623,3670,278,385,2691,86,13,103,3158,1330,Erythroid Precursors
67670,32059,32834,174067,-440,-445,210,-28,60,1453,11,1244,Plasma Cells
32277,22270,8034,9159,-34,1854,-39,-7,-5,494,5911,976,B Cell Precursors
132332,75972,52775,5914,1081,4742,6697,294,-23,140,2017,1309,Erythroid Precursors
82404,56817,39961,2285,38600,-305,32,6085,100,67,1990,7964,Mature Monocytes
141100,95350,143292,4362,3237,395,-29,1016,63,13,427,3015,Eosinophils
48877,35719,13387,872,72,167,-70,-22,34,2942,6394,7437,Mast Cells
54732,43385,12910,325,75,23,-56,59,-21,25,803,12837,T and NK Cells
37030,26904,7768,20205,136,271,-22,99,-52,3026,5863,10620,B Cell Precursors
62268,48931,15356,82,16,97,22,-40,36,-8,-6,10438,T and NK Cells
110919,64429,86249,1298,2725,309,38,1787,194,136,625,2072,"Myelocyte, Metamyelocytes and Band Cells"
24199,17995,9892,74,40,123,-2,-6,21,-26,-6,29,Erythroid Cells
114265,70312,70621,707,3061,602,-82,1687,115,77,274,2511,"Myelocyte, Metamyelocytes and Band Cells"
138359,70008,125923,6860,11794,823,1801,2793,208,163,465,2590,Promyelocytes
56810,41406,19287,9908,4639,-78,8266,3354,12,-36,86,2487,Mast Cells
66051,36415,31488,1357,134,189,2831,79,-3,-24,276,718,Erythroid Precursors
147707,71894,53986,3633,306,559,5232,-28,44,54,572,1824,Erythroid Precursors
99024,55588,64477,9613,5548,44,1930,3465,0,-82,2033,977,Promyelocytes
61169,47340,13466,3669,7797,-243,142,3740,2,76,142,3437,Basophils
71326,50622,43354,1879,6322,137,67,9419,86,149,17196,12529,Mature Monocytes
95203,62834,101101,1129,14947,1276,124,752,-26,134,938,7954,Segmented Neutrophils
109725,66551,158746,1365,16204,474,1,1560,21,104,236,3550,Segmented Neutrophils
76843,53539,19746,519,254,24,77,26,21,3840,24667,11922,Mature B Cells
83292,63733,18486,9055,1945,105,1446,1048,71,-132,106,2211,Basophils
59451,46163,16951,205,17,70,-51,2,18,43,148,11812,T and NK Cells
99583,67053,49897,537,156,236,91,972,103,25,213,720,"Myelocyte, Metamyelocytes and Band Cells"
190726,101084,262143,4184,13843,4669,763,4326,574,945,3435,8597,Eosinophils
131781,70369,40282,116762,-78,745,257,-84,19,-60,261,3878,Plasma Cells
81880,55494,31036,2953,7233,505,-4,10700,175,237,17416,4321,Mature Monocytes
38876,26985,13503,1329,15,144,-27,59,-9,2312,43599,6877,Mast Cells
90158,59026,16633,14184,16,1095,78,664,-81,2,5053,2696,Plasmacytoid Dendritic Cells
37457,30255,10478,233,47,21,-49,-34,1,15,12,71,Erythroid Cells
98497,63785,46206,4050,3835,75,41,10072,0,106,14573,2925,Monoblasts and Promonocytes
73701,57315,12262,829,-14,5,-11,28,-33,20,832,6791,T and NK Cells
82617,49029,33116,11462,5269,27650,8629,9031,-76,47,89715,1823,Normal Myeloid Precursors
159041,65981,118745,8341,9777,355,2140,4393,-71,28,864,1691,Promyelocytes
133825,84259,98726,1096,1520,380,60,1673,0,65,223,1639,"Myelocyte, Metamyelocytes and Band Cells"
40204,30885,6867,11899,100,145,-43,-16,22,702,3986,9281,B Cell Precursors
157271,96133,90877,2621,1719,244,144,3159,261,-72,611,669,"Myelocyte, Metamyelocytes and Band Cells"
75160,41616,65656,1233,2193,469,267,4827,4202,-251,171,1313,Residual Leukemic Cells
108179,76652,92554,897,6762,238,135,322,91,-55,127,2547,Segmented Neutrophils
79972,34908,68222,12151,51561,1722,2752,5739,160,-22,112,616,Promyelocytes
54858,41246,16049,15441,45,234,-77,154,4178,149,138,13657,T and NK Cells
62093,36297,40927,9077,451,558,7833,1952,3836,339,22866,1848,Residual Leukemic Cells
112294,70399,85559,967,1237,250,-31,336,78,8,338,1173,"Myelocyte, Metamyelocytes and Band Cells"
46703,35077,22615,2859,67,208,83,358,-46,-32,4631,5355,Plasmacytoid Dendritic Cells
108123,76313,44510,778,331,352,167,2559,239,80,565,1643,"Myelocyte, Metamyelocytes and Band Cells"
141772,91421,162424,1067,3549,825,-62,294,22,42,950,4420,Eosinophils
59909,47714,13127,2255,44,85,46,38,21,1580,10939,7597,Mature B Cells
92905,67720,30233,196,10663,590,-87,3446,-47,100,21651,5831,Mature Monocytes
63817,45654,21606,2146,11572,679,120,6213,87,132,5430,3766,Mature Monocytes
68160,49544,26916,26722,12679,180,289,3447,89,89,25,2169,Basophils
88888,62277,20679,1041,9976,23310,6970,1375,-52,-178,13064,533,Residual Leukemic Cells
37745,28428,9770,314,283,145,32,-1,32,13,345,310,Erythroid Cells
33127,22453,8228,2709,38,106,71,-18,22,2189,5358,3787,Mature B Cells
43479,33975,10147,819,-5,124,-17,-21,32,2065,11910,8183,Mature B Cells
62297,36541,45197,4809,12231,12738,14070,3775,-261,-218,46062,412,Normal Myeloid Precursors
79878,45117,55978,6493,40200,389,2173,3398,-38,-15,1640,1252,Promyelocytes
104289,62507,33709,2012,12062,855,-305,10351,-9,-34,3212,6083,Mature Monocytes
111337,73809,69961,8551,347,548,210,18401,94,506,9188,4787,Monoblasts and Promonocytes
35017,25674,5946,8576,83,28,219,2,-24,2045,11820,1037,B Cell Precursors
40787,30349,14397,821,-27,41,43,22,-8,2626,26578,8479,Mast Cells
71930,43674,59254,847,9823,416,51,1943,125,-34,464,3625,Segmented Neutrophils
89216,55032,73188,6598,7850,390,1259,2174,126,-15,338,735,Promyelocytes
79000,57770,16962,75,21,32,25,25,1680,173,91,6883,T and NK Cells
136654,83396,56788,83597,1719,748,210,3,12,1449,158,4120,Plasma Cells
70736,45054,20109,10511,557,12386,1503,81,139,-130,2264,530,Normal Myeloid Precursors
53062,37122,18512,10940,295,2705,595,1068,40,25,2308,1581,B Cell Precursors
112934,72309,49833,1357,303,168,-31,2196,273,52,341,623,"Myelocyte, Metamyelocytes and Band Cells"
126012,72434,71752,6773,363,619,95,10418,-40,106,5410,4724,Monoblasts and Promonocytes
80061,46124,47001,12210,89,842,5798,726,7,-120,22618,1909,Erythroid Precursors
130122,70661,51285,138729,590,1791,3,30,99,3325,91,5605,Plasma Cells
58054,32704,16742,12960,1181,309,675,2834,126,-122,304,1639,Residual Leukemic Cells
46873,31224,11789,902,152,128,102,86,26,1078,4782,3629,Mature B Cells
80432,53179,33752,4633,810,223,182,1529,-1,-23,3335,4301,Monoblasts and Promonocytes
87111,50028,37914,2614,279,190,1621,-45,93,-11,100,999,Erythroid Precursors
96375,54568,44516,8138,14757,168,-74,13857,399,588,5330,5357,Mature Monocytes
111862,80630,112777,6646,20508,604,2034,4987,-7,273,1297,2523,Promyelocytes
98456,73699,42020,829,226,208,56,1032,47,110,531,1129,"Myelocyte, Metamyelocytes and Band Cells"
65554,42708,64136,11186,6870,239,8,11098,306,212,2230,7874,Mature Monocytes
137346,76461,128372,1768,192,382,385,5122,66,-36,423,1518,"Myelocyte, Metamyelocytes and Band Cells"
31417,22572,5477,9922,157,12143,318,69,-32,704,556,738,B Cell Precursors
76613,54669,17282,4385,1566,289,129,2587,59,80,152,1576,Basophils
62849,43430,29344,40285,8897,128,35,3735,12,53,43,3128,Basophils
50338,36698,9994,224,25,133,56,-1,2,35,47,121,Erythroid Cells
139456,75433,43687,55896,-74,1913,308,8,70,6172,10372,2421,Plasma Cells
40618,30457,10347,495,45,84,14,21,10,37,143,4478,T and NK Cells
98593,61652,28291,3166,-8,327,50,8807,-76,323,25128,5651,Monoblasts and Promonocytes
42196,34554,8871,151,7,155,31,19,2,30,29,65,Erythroid Cells
99964,51824,82930,479,1500,250,48358,13853,400,-758,252,2108,Mast Cells
49980,34454,13207,4565,54,105,65,16,7,1547,6235,3813,Mature B Cells
108133,63676,110614,776,7768,339,120,1162,127,32,173,1295,Segmented Neutrophils
119285,74287,32589,6359,37,556,-94,9437,20,145,1625,5972,Monoblasts and Promonocytes
60528,40191,41905,5658,3751,22985,6507,4342,-1014,99,25921,1801,Normal Myeloid Precursors
69782,46047,17415,5695,94,195,18,434,10,-58,6265,3866,Plasmacytoid Dendritic Cells
44258,28682,27150,1767,21737,537,307,3734,603,240,2796,3237,Mature Monocytes
60631,34945,27604,1427,886,-33,462,56,24,-60,100,497,Erythroid Precursors
93728,65064,24522,2691,2274,188,169,4004,2947,-57,6610,1235,Monoblasts and Promonocytes
105038,58296,121660,8286,26538,966,1046,6112,155,94,1465,2049,Promyelocytes
44943,27529,17059,10374,250,8516,7318,4666,51,120,14253,2836,Residual Leukemic Cells
144897,88355,29499,69989,265,75,-64,-84,35,606,-109,1682,Plasma Cells
45250,31831,10987,2486,12946,196,-14,2282,-34,85,39,1250,Basophils
61552,42511,17549,1192,15,112,112,30,-9,1205,29549,8624,Mature B Cells
99584,64616,87183,1279,6581,145,192,917,86,-29,350,2144,Segmented Neutrophils
46928,32622,11998,12922,175,614,995,93,2,-22,9927,1524,Plasmacytoid Dendritic Cells
35567,25247,8574,712,18,161,-91,5,-19,3041,38265,6326,Mast Cells
88067,58179,44324,707,215,238,87,2475,14,60,202,683,"Myelocyte, Metamyelocytes and Band Cells"
48092,30404,19369,4257,10494,560,926,4355,265,223,277,1770,Basophils
129804,83779,31962,125710,49,613,330,105,274,60,186,3168,Plasma Cells
44394,32562,14621,1101,0,190,-76,-34,15,3894,59789,10131,Mast Cells
88826,54472,45146,9688,254,581,7785,8,-6,51,2018,1528,Erythroid Precursors
59692,37973,18384,497,6383,31493,7554,1005,-46,-176,8335,1090,Residual Leukemic Cells
53900,41046,11741,2160,75,16,39,-9,24,2069,26398,6521,Mature B Cells
76493,56747,12954,6431,252,77,42,-21,20,12,2949,2981,Plasmacytoid Dendritic Cells
102026,59317,107019,808,10787,319,149,1016,101,93,147,2617,Segmented Neutrophils
109154,66712,41965,139996,1604,628,-71,-3,3,686,236,953,Plasma Cells
95371,63522,23888,171,9979,263,3412,978,-26,-54,-78,5552,Basophils
61410,33132,33313,1453,136,83,898,11,57,32,103,484,Erythroid Precursors
93640,54005,81360,581,1100,292,146,2844,148,68,471,2698,"Myelocyte, Metamyelocytes and Band Cells"
123882,73473,88460,1198,844,493,25,2478,24,87,182,964,"Myelocyte, Metamyelocytes and Band Cells"
47792,32137,11863,5311,-39,7,38,-52,46,2239,9860,4569,Mature B Cells
129669,79543,52333,3979,790,354,103,9883,47,141,5829,7322,Mature Monocytes
43557,28351,18549,9545,516,-18,233,154,243,163,20409,3708,Mature B Cells
53765,32709,31933,5833,1235,24070,10026,2195,-143,164,983,937,Residual Leukemic Cells
72320,47215,21907,6981,32,835,65,50,6,8,8791,2783,Plasmacytoid Dendritic Cells
189032,91841,262143,2175,2364,1449,347,6437,1119,349,2687,3792,Eosinophils
20287,17442,7829,100,10,108,-29,13,24,-51,-42,78,Erythroid Cells
97688,67632,32439,1990,25482,339,94,7989,254,115,11770,5971,Mature Monocytes
89339,55847,38745,1768,1215,460,-5,8099,24,239,23230,9368,Mature Monocytes
41632,30423,7510,814,73,-108,50,24,40,1512,5012,4514,Mature B Cells
94049,67218,79359,462,13136,499,109,607,38,56,466,5286,Segmented Neutrophils
74470,49487,15876,7000,200,357,-12,1161,25,1909,24446,3481,B Cell Precursors
73741,54980,13971,11960,2319,200,275,984,23,-53,226,1960,Basophils
110201,70177,63094,743,452,312,91,1899,102,3,209,1805,"Myelocyte, Metamyelocytes and Band Cells"
154704,88557,48965,5264,945,282,119,2047,2304,-179,27288,3776,Residual Leukemic Cells
101542,69264,99770,7922,39209,558,3074,3703,189,-23,313,2181,Promyelocytes
71043,42040,51486,4310,6635,817,3216,6402,0,35,3507,1234,Promyelocytes
67789,47466,17247,2809,106,174,-28,88,54,-12,4581,3516,Plasmacytoid Dendritic Cells
66587,48760,21508,4208,19447,404,-223,3121,17,28,528,4263,Basophils
61331,42588,12064,26,27,19,-10,6,-12,68,-138,3745,T and NK Cells
116890,69122,84767,2679,2181,1709,241,3560,646,325,691,1578,"Myelocyte, Metamyelocytes and Band Cells"
160449,86340,73734,3131,552,373,7133,45,59,44,511,1034,Erythroid Precursors
51341,35446,13083,5298,140,686,76,-40,-26,29,2593,1068,Plasmacytoid Dendritic Cells
150050,89802,29625,135178,500,1256,300,-20,-23,1675,42,4108,Plasma Cells
86813,53936,59482,11375,1942,828,24,13728,-145,-176,12048,2245,Monoblasts and Promonocytes
72948,38328,31656,937,9023,585,299,5156,277,62,11603,4159,Mature Monocytes
76148,44690,48401,12154,17505,1538,2595,8257,171,124,633,789,Promyelocytes
160452,106310,173331,2275,5046,1750,416,450,130,48,1673,7796,Eosinophils
56203,41129,11894,1115,-13,243,30,0,-29,725,32632,6491,Mature B Cells
42612,26845,17173,9452,49,51,2,-4,9,29,70,5110,T and NK Cells
116270,64632,42890,201777,2153,56,127,104,30,1623,31,6738,Plasma Cells
49746,40999,10631,248,35,88,-40,1,-18,46,206,5481,T and NK Cells
108990,67675,37082,7629,406,89,136,9270,-115,100,11438,4236,Monoblasts and Promonocytes
37638,27408,8950,3364,-102,204,56,4,-14,3567,7386,8139,Mast Cells
59597,33374,54712,7342,11713,11908,5975,4012,-717,68,43051,1156,Normal Myeloid Precursors
90257,68813,31548,64,7406,-207,124734,9265,-1,-1126,-161,1962,Mast Cells
47200,31613,8686,6792,-35,-10,-13,18,10,765,9040,5990,B Cell Precursors
187922,91185,53827,250551,1820,2458,154,1506,29011,-1806,1610,201,Plasma Cells
36862,25686,8409,1069,46,0,108,36,30,1600,18751,6939,Mature B Cells
68729,43096,29780,3054,6435,209,2360,1539,0,4,3699,511,Residual Leukemic Cells
60547,42521,42083,1953,20955,316,69,11760,205,119,34043,7215,Mature Monocytes
36190,25651,7385,1805,6,106,-7,28,-8,1259,16633,5419,Mature B Cells
59852,35800,12862,1788,123,541,8520,87,-7,-117,656,565,Erythroid Precursors
83556,43124,90517,6716,29730,1357,6909,6543,92,50,1106,1981,Promyelocytes
74218,48599,70387,594,7074,55,-4,155,67,39,19,2447,Segmented Neutrophils
55784,40894,10792,420,44,174,0,55,-57,83,105,128,Erythroid Cells
99078,49693,43513,1850,85,192,717,23,9,-34,455,550,Erythroid Precursors
73841,49783,26378,1672,6465,27470,6992,1311,563,-22,18807,1033,Residual Leukemic Cells
51658,37870,11219,1880,20,-88,39,60,11,2890,12918,8204,Mast Cells
40792,27064,25650,38496,104,156,90,49,29,1119,5369,4688,Plasma Cells
56050,30465,9618,4243,2579,211,33,2557,-8,-166,585,2452,Basophils
58403,46055,10112,2225,7783,464,540,430,-7,-85,59,2340,Basophils
119661,74109,64513,1076,1564,312,390,2064,25,66,92,894,"Myelocyte, Metamyelocytes and Band Cells"
68795,46611,35712,4383,7842,17178,1386,3182,-1034,68,8773,2470,Normal Myeloid Precursors
44167,32724,9989,582,60,104,-29,75,-2,2194,26137,8670,Mature B Cells
161273,96487,108349,1888,240,272,-10,3180,21,94,296,591,"Myelocyte, Metamyelocytes and Band Cells"
78265,55941,28685,2997,92,257,60,8449,782,145,3170,6110,Mature Monocytes
69248,53316,19477,85,48,169,-137,-12,24,11814,6111,8044,Mast Cells
90309,53407,43884,4221,194,178,278,8259,-254,-85,31185,3840,Monoblasts and Promonocytes
194301,111142,164081,4439,15994,1040,2432,5675,298,-93,817,3081,Promyelocytes
63295,41969,52068,398,16209,-141,-82,1799,162,-20,253,4282,Segmented Neutrophils
106029,72517,25060,63875,188,495,129,-55,-10,359,85,3411,Plasma Cells
72905,47505,16859,21474,12,89,1,33,13,3558,9798,1811,B Cell Precursors
78351,52647,87703,476,12294,380,-144,1438,120,-19,109,3657,Segmented Neutrophils
64363,46387,20731,865,1151,2737,866,3542,1532,9,135655,3940,Plasmacytoid Dendritic Cells
79453,49170,24211,4300,120,507,-105,299,-49,29,5776,3153,Plasmacytoid Dendritic Cells
63116,40066,40701,5984,5053,10008,243,2752,-598,-64,16284,2113,Normal Myeloid Precursors
99019,75416,13342,13836,8589,514,-70,1811,-37,62,82,3286,Basophils
59943,38663,25103,3311,123,135,49,845,-25,170,15283,6301,Plasmacytoid Dendritic Cells
66808,43052,33692,1688,41126,1105,159,4256,80,74,37093,8723,Mature Monocytes
56580,37967,29122,8568,3612,218,141,2969,79,79,95,2415,Basophils
99108,61896,39872,2974,5487,438,119,10113,-57,-43,4453,6444,Mature Monocytes
79700,49248,40545,7889,316,471,10763,18824,-196,273,47198,2570,Residual Leukemic Cells
81281,48102,48957,6013,2437,358,310,12122,8,310,2664,8796,Mature Monocytes
70745,49686,7225,496,75,78,12,59,-28,4,120,168,Erythroid Cells
82022,51992,25483,2347,142,203,54,110,-35,69,9505,4875,Plasmacytoid Dendritic Cells
75185,53326,27794,12677,27815,515,-50,5534,61,-14,439,6529,Basophils
45618,36627,7568,174,9,72,4,-78,-1,8,28,110,Erythroid Cells
54493,38061,15035,2792,-41,85,-16,-2,1,1879,22224,6545,Mature B Cells
170825,103596,211456,1663,2483,1284,-47,967,164,170,1436,4036,Eosinophils
112340,61997,95078,842,6472,231,122,1274,35,-43,220,1826,Segmented Neutrophils
36154,25683,9870,2313,-19,230,44,-18,40,2441,17886,5111,Mast Cells
43577,29138,24810,783,21036,-255,383,946,65,-71,316,4248,Segmented Neutrophils
206275,108344,183821,1685,1801,945,173,529,80,91,2185,3528,Eosinophils
130997,78852,55477,6570,452,350,19,10719,2563,515,3222,8000,Monoblasts and Promonocytes
63519,45930,13960,2539,-90,-102,5,96,1267,-131,397,3271,T and NK Cells
42840,32470,7602,13503,86,200,-65,-14,34,1949,37667,8076,B Cell Precursors
41728,26212,46546,5834,17289,590,8353,3776,11,86,12409,1544,Promyelocytes
65100,44193,14163,2949,178,168,102,16,11,-29,5592,2276,Plasmacytoid Dendritic Cells
46286,32299,14449,2903,-39,142,-13,-24,-2,686,29894,8334,Mast Cells
57746,40982,17012,1635,4067,494,250,2155,23,24,18,2595,Basophils
89974,56812,47137,4206,643,109,205,1169,-35,27,4645,1750,Monoblasts and Promonocytes
27776,20526,5934,11914,-17,145,-41,14,10,1327,63222,4494,B Cell Precursors
104257,49450,62250,3911,548,459,1329,60,89,17,2324,536,Erythroid Precursors
131823,91535,113100,789,6897,739,69,2241,111,28,424,4406,Segmented Neutrophils
131344,86921,141294,858,8572,557,325,897,36,-21,1661,7974,Eosinophils
80031,49857,42016,3484,44925,421,-116,10192,4,185,24435,7865,Mature Monocytes
125572,73151,98812,5816,20732,426,3463,5108,-90,88,1057,515,Promyelocytes
76024,45695,28239,8349,810,8606,1325,204,12,-56,33503,1753,Plasmacytoid Dendritic Cells
